pl_name,hostname,pl_rade,st_teff,st_rad,st_mass,rastr,ra,decstr,dec,sy_dist
Kepler-169 f,Kepler-169,2.58000000,4997.00,0.763000,0.825000,19h03m59.98s,285.9999204,+40d55m09.78s,40.9193822,406.52900000
Kepler-1135 b,Kepler-1135,1.85000000,5656.00,0.940000,0.960000,19h04m00.72s,286.0029904,+44d45m23.60s,44.7565551,1314.64000000
Kepler-611 b,Kepler-611,1.65000000,5761.00,1.010000,1.010000,19h04m01.18s,286.0049121,+45d28m49.10s,45.4803043,1395.56000000
Kepler-1978 b,Kepler-1978,2.67000000,5251.00,0.778000,0.869000,19h04m01.62s,286.0067312,+38d00m34.35s,38.0095407,865.51200000
Kepler-802 b,Kepler-802,3.54000000,5507.00,0.900000,0.930000,19h04m03.79s,286.0157998,+45d00m27.87s,45.0077413,780.58500000
Kepler-591 b,Kepler-591,3.39000000,5677.00,0.940000,0.970000,19h04m05.77s,286.0240520,+48d25m54.22s,48.4317290,785.13700000
Kepler-1060 b,Kepler-1060,2.38000000,5797.00,0.990000,0.990000,19h04m06.05s,286.0252285,+39d37m51.31s,39.6309204,946.56500000
Kepler-384 b,Kepler-384,1.12000000,5577.00,0.882000,0.882000,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.67800000
Kepler-384 c,Kepler-384,1.13000000,5577.00,0.882000,0.882000,19h04m06.27s,286.0261113,+44d46m58.29s,44.7828571,895.67800000
Kepler-407 b,Kepler-407,1.19000000,5487.00,1.040000,0.990000,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.36800000
Kepler-407 c,Kepler-407,12.30000000,5476.00,1.010000,1.000000,19h04m08.71s,286.0363025,+49d36m52.21s,49.6145027,338.36800000
TrES-1 b,TrES-1,12.66617000,5230.00,0.850000,1.040000,19h04m09.81s,286.0408755,+36d37m57.13s,36.6325360,159.65800000
Kepler-177 b,Kepler-177,3.50000000,5732.00,1.324000,0.921000,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.44000000
Kepler-177 c,Kepler-177,8.73000000,5732.00,1.324000,0.921000,19h04m11.31s,286.0471442,+45d03m11.53s,45.0532038,1435.44000000
Kepler-1549 b,Kepler-1549,2.57000000,5324.00,0.840000,0.880000,19h04m12.59s,286.0524399,+39d05m45.70s,39.0960281,803.05200000
Kepler-801 b,Kepler-801,2.00000000,4435.00,0.630000,0.670000,19h04m18.04s,286.0751815,+44d39m52.66s,44.6646277,440.42600000
Kepler-235 b,Kepler-235,2.23000000,4255.00,0.554000,0.581000,19h04m18.98s,286.0790779,+39d16m41.65s,39.2782370,428.01800000
Kepler-235 c,Kepler-235,1.28000000,4255.00,0.554000,0.581000,19h04m18.98s,286.0790779,+39d16m41.65s,39.2782370,428.01800000
Kepler-235 d,Kepler-235,2.05000000,4255.00,0.554000,0.581000,19h04m18.98s,286.0790779,+39d16m41.65s,39.2782370,428.01800000
Kepler-235 e,Kepler-235,2.22000000,4255.00,0.554000,0.581000,19h04m18.98s,286.0790779,+39d16m41.65s,39.2782370,428.01800000
Kepler-412 b,Kepler-412,15.03126900,5750.00,1.287000,1.167000,19h04m26.47s,286.1103053,+43d40m51.46s,43.6809612,1086.24000000
Kepler-1034 b,Kepler-1034,2.26000000,5198.00,0.800000,0.830000,19h04m27.70s,286.1154093,+37d58m01.01s,37.9669464,654.54900000
Kepler-547 b,Kepler-547,4.00000000,4828.00,0.730000,0.780000,19h04m28.46s,286.1185888,+44d20m42.74s,44.3452063,378.97200000
Kepler-1453 b,Kepler-1453,2.67000000,5665.00,0.940000,0.970000,19h04m30.12s,286.1255037,+47d56m51.21s,47.9475586,1196.04000000
Kepler-1495 b,Kepler-1495,2.94000000,5831.00,1.040000,1.030000,19h04m31.37s,286.1306907,+38d46m46.38s,38.7795494,1355.54000000
Kepler-1299 b,Kepler-1299,2.98000000,5609.00,0.910000,0.940000,19h04m36.03s,286.1501263,+37d24m40.84s,37.4113438,1404.94000000
Kepler-121 b,Kepler-121,2.34000000,5311.00,0.701000,0.859000,19h04m38.91s,286.1621273,+39d40m40.87s,39.6780204,510.52300000
Kepler-121 c,Kepler-121,2.27000000,5311.00,0.701000,0.859000,19h04m38.91s,286.1621273,+39d40m40.87s,39.6780204,510.52300000
Kepler-1358 b,Kepler-1358,1.12000000,5181.00,0.790000,0.820000,19h04m40.93s,286.1705469,+43d00m32.04s,43.0089000,546.99800000
Kepler-1599 b,Kepler-1599,1.62000000,5767.00,0.990000,0.990000,19h04m53.01s,286.2208685,+41d09m04.28s,41.1511886,1328.20000000
Kepler-1773 b,Kepler-1773,3.50469499,6183.00,1.300000,1.241000,19h04m53.57s,286.2232284,+38d15m29.40s,38.2581676,681.25500000
Kepler-1866 b,Kepler-1866,2.08215108,5791.00,1.083000,1.030000,19h04m53.91s,286.2246453,+44d39m16.15s,44.6544869,976.73700000
Kepler-12 b,Kepler-12,19.66058600,5947.00,1.483000,1.166000,19h04m58.43s,286.2434458,+50d02m25.32s,50.0403671,881.38600000
Kepler-514 b,Kepler-514,1.72000000,6106.00,1.440000,1.280000,19h04m59.32s,286.2471739,+50d14m32.53s,50.2423694,455.33600000
Kepler-618 b,Kepler-618,2.60000000,5860.00,1.080000,1.050000,19h04m59.96s,286.2498525,+48d03m39.33s,48.0609256,1221.96000000
Kepler-1842 b,Kepler-1842,2.35388681,5970.00,1.131000,1.057000,19h05m00.38s,286.2516039,+42d22m42.37s,42.3784353,923.55100000
Kepler-1691 b,Kepler-1691,1.83470985,6000.00,1.131520,1.110000,19h05m01.06s,286.2543962,+41d01m18.61s,41.0218373,1267.67000000
Kepler-1400 b,Kepler-1400,1.62000000,5044.00,0.780000,0.830000,19h05m05.20s,286.2716827,+45d26m26.90s,45.4408055,752.23700000
Kepler-886 b,Kepler-886,1.52000000,6098.00,1.160000,1.100000,19h05m05.21s,286.2717162,+43d35m42.73s,43.5952037,711.29700000
Kepler-1001 b,Kepler-1001,3.15000000,5491.00,0.880000,0.900000,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,928.97800000
Kepler-1001 c,Kepler-1001,1.57799279,5376.00,0.836475,0.930000,19h05m05.74s,286.2739151,+48d37m07.31s,48.6186972,928.97800000
Kepler-360 b,Kepler-360,1.65000000,6053.00,1.058000,0.994000,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817,876.04400000
Kepler-360 c,Kepler-360,2.10000000,6053.00,1.058000,0.994000,19h05m08.33s,286.2847077,+44d46m53.69s,44.7815817,876.04400000
Kepler-1005 b,Kepler-1005,1.50000000,5782.00,1.060000,1.000000,19h05m08.62s,286.2858998,+43d19m13.83s,43.3205085,567.80600000
Kepler-1854 b,Kepler-1854,2.58746104,5026.00,0.759000,0.800000,19h05m08.62s,286.2859300,+37d23m13.17s,37.3869915,423.34800000
Kepler-1961 b,Kepler-1961,1.61878080,5401.00,0.777000,0.871000,19h05m19.22s,286.3300783,+39d40m59.26s,39.6831276,1042.45000000
HD 177830 b,HD 177830,13.50000000,4901.00,3.260000,1.700000,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.76740000
HD 177830 c,HD 177830,7.87000000,4949.00,2.620000,1.470000,19h05m20.73s,286.3363574,+25d55m13.56s,25.9204327,62.76740000
Kepler-1349 b,Kepler-1349,0.70000000,6086.00,1.280000,1.160000,19h05m21.25s,286.3385562,+48d44m39.37s,48.7442697,276.32300000
Kepler-1271 b,Kepler-1271,1.48000000,6143.00,1.230000,1.130000,19h05m22.63s,286.3442954,+37d24m42.96s,37.4119347,831.99100000
Kepler-293 b,Kepler-293,3.07000000,5804.00,0.957000,0.934000,19h05m25.93s,286.3580611,+42d24m23.37s,42.4064917,974.63300000
Kepler-293 c,Kepler-293,3.83000000,5804.00,0.957000,0.934000,19h05m25.93s,286.3580611,+42d24m23.37s,42.4064917,974.63300000
Kepler-1615 b,Kepler-1615,2.06000000,5865.00,1.050000,1.040000,19h05m26.21s,286.3592066,+42d13m38.63s,42.2273971,1393.83000000
Kepler-729 b,Kepler-729,3.58000000,5633.00,0.910000,0.940000,19h05m26.41s,286.3600604,+45d24m51.36s,45.4142664,1921.15000000
Kepler-1411 b,Kepler-1411,2.82000000,5664.00,0.920000,0.950000,19h05m26.77s,286.3615236,+42d57m50.00s,42.9638889,1660.48000000
TOI-4495.01,TOI-4495,3.63045000,6156.00,1.340000,1.168817,19h05m27.00s,286.3624951,+37d01m33.56s,37.0259902,132.21400000
HATS-23 b,HATS-23,20.84874000,5780.00,1.199000,1.121000,19h05m28.02s,286.3667500,-50d04m02.46s,-50.0673496,639.00400000
Kepler-1132 b,Kepler-1132,2.35000000,5298.00,0.830000,0.870000,19h05m28.20s,286.3675188,+48d25m26.01s,48.4238906,867.93100000
Kepler-1874 b,Kepler-1874,2.21110724,4701.00,0.775000,0.758000,19h05m29.24s,286.3718158,+43d41m31.49s,43.6920810,408.00700000
TOI-1130 b,TOI-1130,3.66000000,4360.00,0.697000,0.745000,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.26090000
TOI-1130 c,TOI-1130,13.00000000,4360.00,0.697000,0.745000,19h05m30.24s,286.3760037,-41d26m15.50s,-41.4376399,58.26090000
Kepler-1606 b,Kepler-1606,2.07000000,5422.00,0.860000,0.900000,19h05m30.79s,286.3782987,+43d04m23.62s,43.0732287,831.28700000
Kepler-1583 b,Kepler-1583,0.60000000,5645.00,0.910000,0.940000,19h05m32.86s,286.3869335,+47d00m59.47s,47.0165188,403.93300000
Kepler-404 b,Kepler-404,1.27000000,5654.00,0.884000,0.860000,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.52400000
Kepler-404 c,Kepler-404,1.72000000,5654.00,0.884000,0.860000,19h05m35.66s,286.3985796,+45d20m36.69s,45.3435241,812.52400000
Kepler-1775 b,Kepler-1775,3.64762153,5818.00,1.647000,1.149000,19h05m36.56s,286.4023452,+38d44m18.84s,38.7385674,657.02300000
Kepler-290 b,Kepler-290,2.25000000,5147.00,0.743000,0.756000,19h05m38.41s,286.4100307,+42d40m53.45s,42.6815137,694.62700000
Kepler-290 c,Kepler-290,2.70000000,5147.00,0.743000,0.756000,19h05m38.41s,286.4100307,+42d40m53.45s,42.6815137,694.62700000
Kepler-290 d,Kepler-290,0.86000000,5142.00,0.755000,0.840000,19h05m38.41s,286.4100307,+42d40m53.45s,42.6815137,694.62700000
Kepler-883 b,Kepler-883,1.78000000,6116.00,1.090000,1.060000,19h05m44.09s,286.4337260,+50d18m00.82s,50.3002266,627.45500000
Kepler-351 b,Kepler-351,3.06000000,5643.00,0.854000,0.810000,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,1083.91000000
Kepler-351 c,Kepler-351,3.19000000,5643.00,0.854000,0.810000,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,1083.91000000
Kepler-351 d,Kepler-351,2.72000000,5225.00,0.780000,0.810000,19h05m48.67s,286.4527949,+42d39m28.04s,42.6577891,1083.91000000
KOI-1831 d,Kepler-324,1.13000000,5233.00,0.835000,0.901000,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000
Kepler-324 b,Kepler-324,1.14000000,5194.00,0.840000,0.901000,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000
Kepler-324 c,Kepler-324,3.15000000,5194.00,0.840000,0.901000,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000
Kepler-324 e,Kepler-324,2.03862444,5191.00,0.826000,0.844000,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000
Kepler-1795 b,Kepler-1795,1.66301611,4500.00,0.688000,0.768000,19h05m55.02s,286.4792568,+39d16m11.57s,39.2698793,
Kepler-740 b,Kepler-740,4.57000000,5438.00,0.870000,0.910000,19h05m55.74s,286.4822566,+46d41m32.84s,46.6924560,1442.02000000
Kepler-1263 b,Kepler-1263,1.14000000,5213.00,0.800000,0.840000,19h05m56.07s,286.4836260,+46d45m09.43s,46.7526182,664.83000000
Kepler-770 b,Kepler-770,2.30000000,5598.00,0.920000,0.940000,19h05m57.71s,286.4904589,+38d22m29.54s,38.3748720,930.45700000
Kepler-770 c,Kepler-770,1.20000000,5598.00,0.920000,0.940000,19h05m57.71s,286.4904589,+38d22m29.54s,38.3748720,930.45700000
Kepler-770 d,Kepler-770,1.40000000,5598.00,0.920000,0.940000,19h05m57.71s,286.4904589,+38d22m29.54s,38.3748720,930.45700000
Kepler-531 b,Kepler-531,2.78000000,4893.00,0.750000,0.780000,19h06m05.92s,286.5246582,+48d41m00.77s,48.6835481,252.76200000
Kepler-585 b,Kepler-585,2.83000000,5593.00,0.930000,0.960000,19h06m06.84s,286.5284924,+43d52m24.15s,43.8733751,585.18700000
Kepler-296 b,Kepler-296,1.61000000,3740.00,0.480000,0.498000,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,167.00000000
Kepler-296 c,Kepler-296,2.00000000,3740.00,0.480000,0.498000,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,167.00000000
Kepler-296 d,Kepler-296,2.09000000,3740.00,0.480000,0.498000,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,167.00000000
Kepler-296 e,Kepler-296,1.53000000,3740.00,0.480000,0.498000,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,167.00000000
Kepler-296 f,Kepler-296,1.80000000,3740.00,0.480000,0.498000,19h06m09.61s,286.5400278,+49d26m14.14s,49.4372614,167.00000000
Kepler-1616 b,Kepler-1616,1.02000000,6266.00,1.340000,1.210000,19h06m10.48s,286.5436691,+45d18m17.54s,45.3048716,1137.81000000
Kepler-571 b,Kepler-571,2.64000000,5527.00,0.900000,0.930000,19h06m12.25s,286.5510448,+49d25m07.43s,49.4187310,723.87500000
Kepler-967 b,Kepler-967,2.35000000,5178.00,0.800000,0.840000,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.54600000
Kepler-967 c,Kepler-967,3.65000000,5178.00,0.800000,0.840000,19h06m13.92s,286.5580128,+38d24m18.87s,38.4052418,568.54600000
Kepler-242 b,Kepler-242,2.61000000,5020.00,0.850000,0.748000,19h06m15.77s,286.5656932,+41d48m30.30s,41.8084168,600.24100000
Kepler-242 c,Kepler-242,2.00000000,5020.00,0.850000,0.748000,19h06m15.77s,286.5656932,+41d48m30.30s,41.8084168,600.24100000
Kepler-800 b,Kepler-800,2.85000000,5315.00,0.820000,0.850000,19h06m17.94s,286.5747697,+44d47m42.67s,44.7951858,1019.26000000
Kepler-1554 b,Kepler-1554,2.90000000,5297.00,0.810000,0.840000,19h06m18.24s,286.5760160,+41d44m29.67s,41.7415762,946.84700000
Kepler-1421 b,Kepler-1421,0.93000000,6335.00,1.420000,1.250000,19h06m19.35s,286.5806115,+48d32m39.23s,48.5442312,783.40100000
Kepler-277 b,Kepler-277,2.92000000,5946.00,1.690000,1.120000,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.64300000
Kepler-277 c,Kepler-277,3.36000000,5946.00,1.690000,1.120000,19h06m19.97s,286.5831894,+39d04m38.13s,39.0772582,976.64300000
Kepler-898 b,Kepler-898,1.49000000,4223.00,0.620000,0.650000,19h06m20.50s,286.5854116,+46d52m15.20s,46.8708877,484.89100000
KOI-4978 b,KOI-4978,0.70000000,5050.28,0.966000,0.859000,19h06m21.78s,286.5907635,+38d33m29.88s,38.5582993,936.34100000
Kepler-1124 b,Kepler-1124,1.28000000,3658.00,0.340000,0.350000,19h06m22.62s,286.5942529,+37d53m28.62s,37.8912836,289.89900000
Kepler-1301 b,Kepler-1301,1.40000000,5188.00,0.810000,0.850000,19h06m25.00s,286.6041816,+42d26m25.19s,42.4403309,854.28000000
Kepler-1701 b,Kepler-1701,2.22186207,5146.00,0.840217,0.870000,19h06m26.13s,286.6088625,+41d53m21.47s,41.8892986,584.14200000
Kepler-1535 b,Kepler-1535,2.55000000,6021.00,1.110000,1.080000,19h06m27.28s,286.6136850,+38d53m31.02s,38.8919507,897.73300000
Kepler-1224 b,Kepler-1224,1.33000000,6155.00,1.220000,1.180000,19h06m30.18s,286.6257591,+37d32m14.33s,37.5373130,559.59800000
Kepler-473 b,Kepler-473,4.08000000,5816.00,1.340000,1.060000,19h06m31.22s,286.6300796,+38d56m44.13s,38.9455907,905.93700000
Kepler-25 b,Kepler-25,2.74800000,6354.00,1.316000,1.165000,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.24900000
Kepler-25 c,Kepler-25,5.21700000,6354.00,1.316000,1.165000,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.24900000
Kepler-25 d,Kepler-25,10.00000000,6354.00,1.316000,1.165000,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.24900000
Kepler-1488 b,Kepler-1488,1.86000000,5820.00,1.310000,1.050000,19h06m35.14s,286.6464265,+49d56m15.98s,49.9377735,905.82500000
Kepler-1488 c,Kepler-1488,1.65156749,5710.00,1.524000,1.003000,19h06m35.14s,286.6464265,+49d56m15.98s,49.9377735,905.82500000
Kepler-332 b,Kepler-332,1.17000000,4955.00,0.720000,0.743000,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.19000000
Kepler-332 c,Kepler-332,1.09000000,4955.00,0.720000,0.743000,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.19000000
Kepler-332 d,Kepler-332,1.18000000,4955.00,0.720000,0.743000,19h06m39.07s,286.6627811,+47d24m49.30s,47.4136938,344.19000000
Kepler-1177 b,Kepler-1177,1.90000000,5712.00,0.970000,0.980000,19h06m41.16s,286.6714813,+49d24m22.67s,49.4062964,1299.97000000
Kepler-1000 b,Kepler-1000,4.76000000,6453.00,1.510000,1.400000,19h06m44.51s,286.6854729,+47d05m53.50s,47.0981948,1115.62000000
Kepler-1655 b,Kepler-1655,2.21300000,6148.00,1.030000,1.030000,19h06m45.50s,286.6895986,+39d12m43.49s,39.2120802,213.26000000
Kepler-1567 b,Kepler-1567,2.73000000,5655.00,0.930000,0.950000,19h06m46.84s,286.6951530,+40d17m30.80s,40.2918894,1206.11000000
Kepler-978 b,Kepler-978,2.99000000,6002.00,1.090000,1.070000,19h06m50.57s,286.7107166,+43d02m36.09s,43.0433585,682.52200000
Kepler-1270 b,Kepler-1270,3.32000000,5047.00,3.380000,1.280000,19h06m51.76s,286.7156676,+48d38m42.92s,48.6452552,1095.05000000
Kepler-1146 b,Kepler-1146,1.23000000,4692.00,0.700000,0.740000,19h06m52.01s,286.7167120,+47d25m32.37s,47.4256580,703.03800000
HD 177565 b,HD 177565,4.00000000,5627.00,0.971489,1.000000,19h06m52.22s,286.7175787,-37d48m44.06s,-37.8122394,16.91790000
Kepler-52 b,Kepler-52,2.10000000,4075.00,0.520000,0.540000,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.54200000
Kepler-52 c,Kepler-52,1.84000000,4075.00,0.520000,0.540000,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.54200000
Kepler-52 d,Kepler-52,1.95000000,4263.00,0.556000,0.577000,19h06m57.12s,286.7380152,+49d58m32.66s,49.9757383,321.54200000
Kepler-859 b,Kepler-859,3.09000000,5020.00,0.770000,0.810000,19h06m58.04s,286.7418337,+43d11m24.43s,43.1901197,839.90300000
KOI-7913 b,KOI-7913 A,2.34000000,4324.00,0.788000,0.760000,19h06m59.65s,286.7485252,+45d09m31.40s,45.1587234,271.27700000
Kepler-124 b,Kepler-124,0.73000000,4984.00,0.636000,0.706000,19h07m00.66s,286.7527322,+49d03m53.56s,49.0648788,420.04600000
Kepler-124 c,Kepler-124,1.75000000,4984.00,0.636000,0.706000,19h07m00.66s,286.7527322,+49d03m53.56s,49.0648788,420.04600000
Kepler-124 d,Kepler-124,1.11000000,4984.00,0.636000,0.706000,19h07m00.66s,286.7527322,+49d03m53.56s,49.0648788,420.04600000
TOI-2107 b,TOI-2107,13.57407563,5627.00,0.932000,0.961000,19h07m11.17s,286.7965405,-58d41m48.61s,-58.6968348,236.70500000
TrES-2 b,TrES-2,15.24424000,5850.00,1.120000,1.360000,19h07m14.05s,286.8085258,+49d18m59.12s,49.3164211,215.32000000
Kepler-1558 b,Kepler-1558,0.68000000,5101.00,0.790000,0.830000,19h07m16.66s,286.8194349,+46d54m42.42s,46.9117837,325.73700000
Kepler-38 b,Kepler-38,4.30000000,5623.00,1.752000,0.941000,19h07m19.27s,286.8303120,+42d16m44.92s,42.2791434,1174.59000000
Kepler-1664 b,Kepler-1664,3.03320653,5735.81,1.072000,0.944000,19h07m24.65s,286.8527157,+49d15m42.00s,49.2616668,626.69100000
TOI-1450 A b,TOI-1450 A,1.13000000,3437.00,0.483000,0.480000,19h07m24.98s,286.8540627,+59d05m11.85s,59.0866254,22.44670000
TOI-1450 A c,TOI-1450 A,1.13000000,3437.00,0.483000,0.480000,19h07m24.98s,286.8540627,+59d05m11.85s,59.0866254,22.44670000
Kepler-152 b,Kepler-152,2.79000000,5088.00,0.724000,0.779000,19h07m27.69s,286.8653826,+41d59m20.25s,41.9889571,441.09000000
Kepler-152 c,Kepler-152,2.39000000,5088.00,0.724000,0.779000,19h07m27.69s,286.8653826,+41d59m20.25s,41.9889571,441.09000000
Kepler-828 b,Kepler-828,1.51000000,5039.00,0.770000,0.810000,19h07m32.94s,286.8872555,+42d28m16.42s,42.4712271,575.32200000
Kepler-1187 b,Kepler-1187,2.61000000,5975.00,1.090000,1.060000,19h07m34.08s,286.8919996,+38d19m06.61s,38.3185034,1020.53000000
Kepler-790 b,Kepler-790,2.18000000,5208.00,0.800000,0.840000,19h07m40.12s,286.9171489,+38d52m19.96s,38.8722123,703.16800000
Kepler-1692 b,Kepler-1692,1.11177184,5146.00,0.866139,0.870000,19h07m41.80s,286.9241804,+47d03m13.35s,47.0537092,591.01900000
Kepler-1456 b,Kepler-1456,1.14000000,4231.00,0.620000,0.640000,19h07m46.88s,286.9453381,+43d49m22.09s,43.8228023,370.31200000
Kepler-1700 b,Kepler-1700,2.90129941,6031.00,1.093700,1.120000,19h07m47.94s,286.9497376,+45d21m13.55s,45.3537626,717.59700000
Kepler-1376 b,Kepler-1376,1.05000000,5659.00,0.970000,0.980000,19h07m50.02s,286.9584368,+42d32m29.07s,42.5414090,868.05600000
Kepler-575 b,Kepler-575,2.39000000,5710.00,0.950000,0.970000,19h07m51.33s,286.9638856,+37d49m46.61s,37.8296147,853.97700000
Kepler-1742 b,Kepler-1742,2.17824130,5776.00,0.849000,0.939000,19h07m52.03s,286.9668086,+44d59m32.75s,44.9924315,669.57300000
Kepler-1165 b,Kepler-1165,1.55000000,6080.00,1.180000,1.130000,19h07m53.09s,286.9712284,+44d42m29.76s,44.7082669,1575.20000000
Kepler-1165 c,Kepler-1165,3.36093385,6249.00,1.076000,1.130000,19h07m53.09s,286.9712284,+44d42m29.76s,44.7082669,1575.20000000
KOI-13 b,KOI-13,16.94800800,7650.00,1.740000,1.720000,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000
Kepler-229 b,Kepler-229,2.20000000,5120.00,0.728000,0.808000,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.26500000
Kepler-229 c,Kepler-229,4.92000000,5120.00,0.728000,0.808000,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.26500000
Kepler-229 d,Kepler-229,3.85000000,5120.00,0.728000,0.808000,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,826.26500000
Kepler-1337 b,Kepler-1337,2.41000000,4523.00,0.670000,0.700000,19h08m02.19s,287.0091176,+46d47m46.04s,46.7961229,601.62900000
Kepler-59 b,Kepler-59,1.10000000,6074.00,0.940000,1.040000,19h08m09.48s,287.0394932,+46d38m24.60s,46.6401677,1163.22000000
Kepler-59 c,Kepler-59,1.98000000,6074.00,0.940000,1.040000,19h08m09.48s,287.0394932,+46d38m24.60s,46.6401677,1163.22000000
Kepler-475 b,Kepler-475,2.49000000,5009.00,0.790000,0.860000,19h08m12.41s,287.0516940,+40d12m41.12s,40.2114232,280.06900000
Kepler-834 b,Kepler-834,2.02000000,4554.00,0.660000,0.700000,19h08m13.07s,287.0544674,+45d10m49.21s,45.1803351,633.93700000
Kepler-846 b,Kepler-846,2.48000000,5579.00,0.910000,0.940000,19h08m13.70s,287.0570731,+49d02m45.64s,49.0460112,1127.12000000
Kepler-1227 b,Kepler-1227,2.29000000,5747.00,0.950000,0.970000,19h08m15.94s,287.0664109,+41d52m29.90s,41.8749712,623.70600000
Kepler-1344 b,Kepler-1344,1.84000000,5981.00,1.130000,1.090000,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.95900000
Kepler-1950 b,Kepler-1950,1.52696349,5455.00,0.852000,0.759000,19h08m20.99s,287.0874563,+42d40m07.15s,42.6686537,697.25300000
Kepler-518 b,Kepler-518,2.11000000,5842.00,0.880000,0.960000,19h08m21.60s,287.0900190,+41d22m25.53s,41.3737576,337.90100000
Kepler-1728 b,Kepler-1728,2.95501875,5170.00,0.807000,0.891000,19h08m22.56s,287.0940046,+39d03m38.81s,39.0607801,651.78300000
Kepler-178 b,Kepler-178,2.90000000,5676.00,1.066000,0.852000,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.02500000
Kepler-178 c,Kepler-178,2.88000000,5676.00,1.066000,0.852000,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.02500000
Kepler-178 d,Kepler-178,3.95000000,5676.00,1.066000,0.852000,19h08m24.25s,287.1010275,+46d53m47.05s,46.8964033,716.02500000
Kepler-1137 b,Kepler-1137,2.20000000,6807.00,1.840000,1.500000,19h08m31.26s,287.1302407,+48d39m55.25s,48.6653470,921.77800000
Kepler-491 b,Kepler-491,8.92000000,5582.00,1.030000,1.040000,19h08m31.34s,287.1305782,+42d21m00.55s,42.3501533,630.78500000
